iter,nmi,vmea,ari,loss
0,0.34635,0.34635,0.1467,0.0
0,0.40057,0.40057,0.19326,0.0
0,0.41074,0.41074,0.24085,0.0
0,0.59564,0.59564,0.37204,0.0
0,0.50154,0.50154,0.28405,0.0
0,0.48207,0.48207,0.25274,0.0
