epoch,deconv1_v1_loss,deconv1_v2_loss,loss,val_deconv1_v1_loss,val_deconv1_v2_loss,val_loss
32,0.01483151875436306,0.008295591920614243,0.023127110674977303,NA,NA,NA
33,0.014691641554236412,0.008211099542677402,0.02290274016559124,NA,NA,NA
34,0.014562173746526241,0.008165131323039532,0.022727303206920624,NA,NA,NA
35,0.014453228563070297,0.008086992427706718,0.022540219128131866,NA,NA,NA
36,0.014337188564240932,0.007923961617052555,0.02226114645600319,NA,NA,NA
37,0.014375490136444569,0.00788495596498251,0.022260446101427078,NA,NA,NA
38,0.014133451506495476,0.0077924905344843864,0.021925942972302437,NA,NA,NA
39,0.01409110426902771,0.007731624413281679,0.02182273007929325,NA,NA,NA
40,0.014045029878616333,0.00764158321544528,0.021686609834432602,NA,NA,NA
41,0.013768905773758888,0.0075913360342383385,0.02136024460196495,NA,NA,NA
42,0.013626351952552795,0.007481146138161421,0.021107496693730354,NA,NA,NA
43,0.013598372228443623,0.007499399594962597,0.02109776996076107,NA,NA,NA
44,0.013529113493859768,0.007354015484452248,0.02088312990963459,NA,NA,NA
45,0.01343334186822176,0.007287029176950455,0.02072037011384964,NA,NA,NA
46,0.01330894511193037,0.007250769063830376,0.02055971510708332,NA,NA,NA
47,0.013340986333787441,0.0071851639077067375,0.02052615024149418,NA,NA,NA
48,0.01324327103793621,0.007154928520321846,0.020398201420903206,NA,NA,NA
49,0.013150626793503761,0.007103903219103813,0.020254528149962425,NA,NA,NA
50,0.013030442409217358,0.0070261466316878796,0.0200565904378891,NA,NA,NA
51,0.012980389408767223,0.006976399105042219,0.019956786185503006,NA,NA,NA
52,0.012937002815306187,0.0069503518752753735,0.019887354224920273,NA,NA,NA
53,0.012871930375695229,0.006905422080308199,0.01977735199034214,NA,NA,NA
54,0.012638556770980358,0.006846089847385883,0.019484644755721092,NA,NA,NA
55,0.012629338540136814,0.006815463304519653,0.019444800913333893,NA,NA,NA
56,0.01258807722479105,0.006818125024437904,0.01940620318055153,NA,NA,NA
57,0.012530423700809479,0.006746471393853426,0.019276896491646767,NA,NA,NA
58,0.012478597462177277,0.006661649327725172,0.019140247255563736,NA,NA,NA
59,0.012688027694821358,0.006618602201342583,0.01930663175880909,NA,NA,NA
60,0.01257813349366188,0.006580955348908901,0.019159087911248207,NA,NA,NA
61,0.012341278605163097,0.00658617727458477,0.018927454948425293,NA,NA,NA
62,0.012179713696241379,0.00652658473700285,0.018706299364566803,NA,NA,NA
63,0.012147694826126099,0.006449719425290823,0.01859741285443306,NA,NA,NA
64,0.012143386527895927,0.006429424975067377,0.018572809174656868,NA,NA,NA
65,0.01200047042220831,0.006399012170732021,0.01839948073029518,NA,NA,NA
66,0.01194758340716362,0.006367677357047796,0.018315261229872704,NA,NA,NA
67,0.012005076743662357,0.0063130795024335384,0.01831815391778946,NA,NA,NA
68,0.011879260651767254,0.006290968507528305,0.018170230090618134,NA,NA,NA
69,0.01185852475464344,0.006338091101497412,0.01819661445915699,NA,NA,NA
70,0.01185858529061079,0.0062338970601558685,0.018092481419444084,NA,NA,NA
71,0.011800051666796207,0.00618493789806962,0.017984990030527115,NA,NA,NA
72,0.011654529720544815,0.006174598820507526,0.017829127609729767,NA,NA,NA
73,0.01174123864620924,0.006151986308395863,0.017893223091959953,NA,NA,NA
74,0.011593582108616829,0.006095433607697487,0.017689013853669167,NA,NA,NA
75,0.011505171656608582,0.006063906010240316,0.017569076269865036,NA,NA,NA
76,0.011541357263922691,0.006103173363953829,0.017644532024860382,NA,NA,NA
77,0.011546221561729908,0.006006309296935797,0.017552530393004417,NA,NA,NA
78,0.011494492180645466,0.006017105653882027,0.017511596903204918,NA,NA,NA
79,0.011399667710065842,0.005977850407361984,0.017377518117427826,NA,NA,NA
80,0.011325598694384098,0.0059167928993701935,0.017242390662431717,NA,NA,NA
81,0.011289054527878761,0.005883841775357723,0.01717289537191391,NA,NA,NA
82,0.011261730454862118,0.005875738803297281,0.017137469723820686,NA,NA,NA
83,0.011278023943305016,0.005847806576639414,0.017125826328992844,NA,NA,NA
84,0.011147599667310715,0.005819472949951887,0.01696707308292389,NA,NA,NA
85,0.011172188445925713,0.005815555341541767,0.016987744718790054,NA,NA,NA
86,0.011081281118094921,0.005780891980975866,0.0168621726334095,NA,NA,NA
87,0.011116343550384045,0.005798633676022291,0.0169149748980999,NA,NA,NA
88,0.01110964547842741,0.0057101682759821415,0.01681981049478054,NA,NA,NA
89,0.01112417597323656,0.0056863888166844845,0.01681056246161461,NA,NA,NA
90,0.010955244302749634,0.0056748539209365845,0.016630098223686218,NA,NA,NA
91,0.010901285335421562,0.005634656175971031,0.016535945236682892,NA,NA,NA
92,0.010825573466718197,0.005682122893631458,0.016507696360349655,NA,NA,NA
93,0.010829456150531769,0.005600739736109972,0.016430195420980453,NA,NA,NA
94,0.010819806717336178,0.005588519852608442,0.016408327966928482,NA,NA,NA
95,0.010755466297268867,0.005562787409871817,0.01631825417280197,NA,NA,NA
96,0.010723032988607883,0.005560401361435652,0.016283433884382248,NA,NA,NA
97,0.01075729914009571,0.005561904516071081,0.01631920598447323,NA,NA,NA
98,0.010804499499499798,0.005552296992391348,0.016356797888875008,NA,NA,NA
99,0.010741077363491058,0.005481217056512833,0.01622229628264904,NA,NA,NA
100,0.010721951723098755,0.005502229556441307,0.016224181279540062,NA,NA,NA
101,0.010538647882640362,0.005453275982290506,0.015991924330592155,NA,NA,NA
102,0.010550892911851406,0.005442325491458178,0.01599321886897087,NA,NA,NA
103,0.010509325191378593,0.0054655843414366245,0.01597490906715393,NA,NA,NA
104,0.01046266034245491,0.005481409840285778,0.015944071114063263,NA,NA,NA
105,0.010445651598274708,0.0054332115687429905,0.015878861770033836,NA,NA,NA
106,0.01036139577627182,0.005407425109297037,0.01576882414519787,NA,NA,NA
107,0.010397416539490223,0.005367254372686148,0.015764670446515083,NA,NA,NA
108,0.010443929582834244,0.005276486277580261,0.015720415860414505,NA,NA,NA
109,0.010362386703491211,0.00529705872759223,0.015659445896744728,NA,NA,NA
110,0.010344065725803375,0.005274245049804449,0.015618310309946537,NA,NA,NA
111,0.010217857547104359,0.005243129562586546,0.015460987575352192,NA,NA,NA
112,0.01019085943698883,0.005249036010354757,0.015439895913004875,NA,NA,NA
113,0.010200880467891693,0.005272730719298124,0.015473609790205956,NA,NA,NA
114,0.010412552393972874,0.005199086852371693,0.015611639246344566,NA,NA,NA
115,0.010276432149112225,0.0051981015130877495,0.0154745327308774,NA,NA,NA
116,0.010118073783814907,0.005201863124966621,0.015319936908781528,NA,NA,NA
117,0.010055064223706722,0.005228566937148571,0.015283630229532719,NA,NA,NA
118,0.010062776505947113,0.005225808825343847,0.015288586728274822,NA,NA,NA
119,0.009995087049901485,0.005169839598238468,0.015164929442107677,NA,NA,NA
120,0.01001360360532999,0.00512703787535429,0.01514064334332943,NA,NA,NA
121,0.010093891061842442,0.005133319646120071,0.015227212570607662,NA,NA,NA
122,0.01013126876205206,0.005084904842078686,0.01521617267280817,NA,NA,NA
123,0.009992840699851513,0.005081293638795614,0.015074136666953564,NA,NA,NA
124,0.009966309182345867,0.005043359939008951,0.01500967238098383,NA,NA,NA
125,0.01001655776053667,0.005028319079428911,0.015044876374304295,NA,NA,NA
126,0.009896828792989254,0.005023559555411339,0.014920385554432869,NA,NA,NA
127,0.00981625821441412,0.004977937322109938,0.01479419693350792,NA,NA,NA
128,0.010020047426223755,0.00500395055860281,0.01502399705350399,NA,NA,NA
129,0.009816758334636688,0.005031025502830744,0.014847786165773869,NA,NA,NA
130,0.009735381230711937,0.00503147579729557,0.014766856096684933,NA,NA,NA
131,0.00968770682811737,0.005036510527133942,0.014724218286573887,NA,NA,NA
132,0.009735331870615482,0.004965564236044884,0.014700896106660366,NA,NA,NA
133,0.009651962667703629,0.004920139443129301,0.014572098851203918,NA,NA,NA
134,0.009639272466301918,0.004940285813063383,0.014579557813704014,NA,NA,NA
135,0.00980972871184349,0.00493593467399478,0.014745661988854408,NA,NA,NA
136,0.009586901403963566,0.004900532308965921,0.0144874332472682,NA,NA,NA
137,0.00954253040254116,0.004917605314403772,0.014460135251283646,NA,NA,NA
138,0.009564785286784172,0.004874579142779112,0.014439363032579422,NA,NA,NA
139,0.010015377774834633,0.004836254753172398,0.014851631596684456,NA,NA,NA
140,0.009654860943555832,0.004906078334897757,0.014560937881469727,NA,NA,NA
141,0.009513436816632748,0.004932906944304705,0.01444634422659874,NA,NA,NA
142,0.009485824964940548,0.004924403969198465,0.0144102293998003,NA,NA,NA
143,0.009426090866327286,0.004818506073206663,0.014244595542550087,NA,NA,NA
144,0.009440727531909943,0.00477606849744916,0.014216795563697815,NA,NA,NA
145,0.009497511200606823,0.004779749549925327,0.014277261681854725,NA,NA,NA
146,0.009422400034964085,0.004763873293995857,0.014186274260282516,NA,NA,NA
147,0.009377027861773968,0.004822492133826017,0.014199522323906422,NA,NA,NA
148,0.009463269263505936,0.004787369165569544,0.014250640757381916,NA,NA,NA
149,0.009368219412863255,0.004752336535602808,0.01412055641412735,NA,NA,NA
150,0.009708770550787449,0.004755797795951366,0.01446456927806139,NA,NA,NA
151,0.00942563358694315,0.0047270627692341805,0.01415269821882248,NA,NA,NA
152,0.009318893775343895,0.00471915490925312,0.01403804961591959,NA,NA,NA
153,0.009315846487879753,0.004740284290164709,0.0140561293810606,NA,NA,NA
154,0.009310955181717873,0.004693741910159588,0.01400469709187746,NA,NA,NA
155,0.009216714650392532,0.00463796965777874,0.013854684308171272,NA,NA,NA
156,0.00925106555223465,0.004665023647248745,0.013916089199483395,NA,NA,NA
157,0.009318121708929539,0.0046478272415697575,0.013965950347483158,NA,NA,NA
158,0.009164318442344666,0.00462156580761075,0.013785885646939278,NA,NA,NA
159,0.009189210832118988,0.004639033693820238,0.013828244060277939,NA,NA,NA
160,0.00916916225105524,0.004636276047676802,0.01380543690174818,NA,NA,NA
161,0.009128074161708355,0.004646978806704283,0.013775053434073925,NA,NA,NA
162,0.009060625918209553,0.0046422164887189865,0.01370284240692854,NA,NA,NA
163,0.009111465886235237,0.0045889392495155334,0.013700403273105621,NA,NA,NA
164,0.009144526906311512,0.004590555094182491,0.013735081069171429,NA,NA,NA
165,0.009118289686739445,0.0045590889640152454,0.013677377253770828,NA,NA,NA
166,0.009095820598304272,0.0045704105868935585,0.01366623118519783,NA,NA,NA
167,0.009024456143379211,0.004600890446454287,0.013625345192849636,NA,NA,NA
168,0.009018702432513237,0.004639198537915945,0.01365790143609047,NA,NA,NA
169,0.008982575498521328,0.004610502626746893,0.013593078590929508,NA,NA,NA
170,0.009061668999493122,0.004546565003693104,0.013608234003186226,NA,NA,NA
171,0.009216836653649807,0.004502230789512396,0.013719068840146065,NA,NA,NA
172,0.009061160497367382,0.004495250526815653,0.013556408695876598,NA,NA,NA
173,0.008952776901423931,0.004517210181802511,0.013469989411532879,NA,NA,NA
174,0.00895689707249403,0.00447080098092556,0.01342769619077444,NA,NA,NA
175,0.008877230808138847,0.004484924953430891,0.013362158089876175,NA,NA,NA
176,0.008879282511770725,0.004476830828934908,0.013356112875044346,NA,NA,NA
177,0.008946235291659832,0.004462135024368763,0.01340837124735117,NA,NA,NA
178,0.008946701884269714,0.004484428558498621,0.013431130908429623,NA,NA,NA
179,0.008990352042019367,0.004421853926032782,0.013412208296358585,NA,NA,NA
180,0.008857620880007744,0.004460412543267012,0.013318032957613468,NA,NA,NA
181,0.008885461837053299,0.004407734144479036,0.013293196447193623,NA,NA,NA
182,0.008806263096630573,0.004395478405058384,0.013201740570366383,NA,NA,NA
183,0.008821212686598301,0.004422692582011223,0.01324390433728695,NA,NA,NA
184,0.008707983419299126,0.004449678119271994,0.013157661072909832,NA,NA,NA
185,0.008797682821750641,0.004470520187169313,0.013268202543258667,NA,NA,NA
186,0.008862238377332687,0.004407789558172226,0.013270028866827488,NA,NA,NA
187,0.008700068108737469,0.004380174912512302,0.013080243021249771,NA,NA,NA
188,0.00891237985342741,0.004397518467158079,0.013309899717569351,NA,NA,NA
189,0.00885399617254734,0.004408008418977261,0.013262003660202026,NA,NA,NA
190,0.008754144422709942,0.004347433801740408,0.013101579621434212,NA,NA,NA
191,0.008655862882733345,0.004340963438153267,0.012996826320886612,NA,NA,NA
192,0.008622856810688972,0.004348394926637411,0.012971252202987671,NA,NA,NA
193,0.008642295375466347,0.004347707144916058,0.012990002520382404,NA,NA,NA
194,0.008605868555605412,0.00432177260518074,0.012927640229463577,NA,NA,NA
195,0.008631866425275803,0.004317762795835733,0.012949630618095398,NA,NA,NA
196,0.008809217251837254,0.004374425392597914,0.013183641247451305,NA,NA,NA
197,0.00869712047278881,0.004308163654059172,0.013005283661186695,NA,NA,NA
198,0.008573414757847786,0.004261460620909929,0.012834876775741577,NA,NA,NA
199,0.008594109676778316,0.00428272457793355,0.012876835651695728,NA,NA,NA
200,0.008601808920502663,0.00427672453224659,0.012878532521426678,NA,NA,NA
201,0.008607331663370132,0.004329264629632235,0.012936596758663654,NA,NA,NA
202,0.008558617904782295,0.004328669514507055,0.012887286022305489,NA,NA,NA
203,0.008432374335825443,0.004243273753672838,0.012675649486482143,NA,NA,NA
204,0.008408728986978531,0.004260567482560873,0.012669296003878117,NA,NA,NA
205,0.008428757078945637,0.00426698662340641,0.012695744633674622,NA,NA,NA
206,0.008458544500172138,0.004237809218466282,0.01269635371863842,NA,NA,NA
207,0.008446448482573032,0.0042193494737148285,0.012665798887610435,NA,NA,NA
208,0.008450167253613472,0.004213834647089243,0.012664002366364002,NA,NA,NA
209,0.008452331647276878,0.004214585293084383,0.012666917406022549,NA,NA,NA
210,0.008487374521791935,0.004208663012832403,0.012696038000285625,NA,NA,NA
211,0.008437075652182102,0.004212941974401474,0.012650015763938427,NA,NA,NA
212,0.008363092318177223,0.004209524020552635,0.012572615407407284,NA,NA,NA
213,0.008449734188616276,0.004248479381203651,0.012698213569819927,NA,NA,NA
214,0.008360631763935089,0.004191395360976458,0.012552027590572834,NA,NA,NA
215,0.008413278497755527,0.0042242021299898624,0.012637480162084103,NA,NA,NA
216,0.008347854018211365,0.004169285763055086,0.012517138384282589,NA,NA,NA
217,0.00848304945975542,0.004152233246713877,0.012635283172130585,NA,NA,NA
218,0.008394257165491581,0.004131082445383072,0.012525341473519802,NA,NA,NA
219,0.008310298435389996,0.004165997263044119,0.012476294301450253,NA,NA,NA
220,0.00826313253492117,0.004170726053416729,0.012433858588337898,NA,NA,NA
221,0.008308814838528633,0.0041649602353572845,0.012473774142563343,NA,NA,NA
222,0.0083194300532341,0.004127790220081806,0.01244722306728363,NA,NA,NA
223,0.008283725008368492,0.004124996718019247,0.012408721260726452,NA,NA,NA
224,0.008303235284984112,0.004138674587011337,0.012441907078027725,NA,NA,NA
225,0.008288583718240261,0.004087382461875677,0.012375968508422375,NA,NA,NA
226,0.008197780698537827,0.00410771369934082,0.012305494397878647,NA,NA,NA
227,0.008210575208067894,0.004147752188146114,0.012358329258859158,NA,NA,NA
228,0.008204979822039604,0.004211745224893093,0.012416725046932697,NA,NA,NA
229,0.008306923322379589,0.004117741249501705,0.012424662709236145,NA,NA,NA
230,0.008335419930517673,0.004072397947311401,0.012407820671796799,NA,NA,NA
231,0.008203021250665188,0.004074795637279749,0.01227781642228365,NA,NA,NA
232,0.008210107684135437,0.004096745513379574,0.01230685506016016,NA,NA,NA
233,0.008113487623631954,0.0040357946418225765,0.012149282731115818,NA,NA,NA
234,0.008155660703778267,0.0040374151431024075,0.012193078175187111,NA,NA,NA
235,0.008152672089636326,0.004031172022223473,0.012183843180537224,NA,NA,NA
236,0.00810608547180891,0.004064217675477266,0.01217030268162489,NA,NA,NA
237,0.008453684858977795,0.004057818558067083,0.012511503882706165,NA,NA,NA
238,0.008255473338067532,0.004003434907644987,0.012258908711373806,NA,NA,NA
239,0.008100122213363647,0.00398729695007205,0.012087419629096985,NA,NA,NA
240,0.008025560528039932,0.004013699945062399,0.012039260007441044,NA,NA,NA
241,0.008046320639550686,0.004009252414107323,0.012055572122335434,NA,NA,NA
242,0.008282274939119816,0.004007406532764435,0.012289682403206825,NA,NA,NA
243,0.00800319667905569,0.003974784631282091,0.011977982707321644,NA,NA,NA
244,0.008012345060706139,0.0039571491070091724,0.011969492770731449,NA,NA,NA
245,0.007960912771522999,0.003934485372155905,0.011895398609340191,NA,NA,NA
246,0.00798766128718853,0.003945412579923868,0.011933074332773685,NA,NA,NA
247,0.008009189739823341,0.003962069284170866,0.011971259489655495,NA,NA,NA
248,0.007939071394503117,0.003968819044530392,0.011907889507710934,NA,NA,NA
249,0.008003355003893375,0.004047528840601444,0.01205088384449482,NA,NA,NA
250,0.007912281900644302,0.003986998461186886,0.011899282224476337,NA,NA,NA
251,0.008151601068675518,0.0039344169199466705,0.012086017988622189,NA,NA,NA
252,0.008179787546396255,0.003932318650186062,0.012112104333937168,NA,NA,NA
253,0.007987678050994873,0.0039994060061872005,0.011987084522843361,NA,NA,NA
254,0.007927371188998222,0.003933517262339592,0.011860889382660389,NA,NA,NA
255,0.0079361442476511,0.0038854058366268873,0.011821550317108631,NA,NA,NA
256,0.008023145608603954,0.0039056430105119944,0.011928788386285305,NA,NA,NA
257,0.00798893440514803,0.0039182803593575954,0.011907215230166912,NA,NA,NA
258,0.007961285300552845,0.0038926955312490463,0.011853979900479317,NA,NA,NA
259,0.00790028553456068,0.003998179920017719,0.011898464523255825,NA,NA,NA
260,0.0078821936622262,0.003909944090992212,0.0117921382188797,NA,NA,NA
261,0.007876867428421974,0.003897678339853883,0.011774546466767788,NA,NA,NA
262,0.007829288020730019,0.0038765568751841784,0.011705843731760979,NA,NA,NA
263,0.007833163253962994,0.0038535278290510178,0.011686692014336586,NA,NA,NA
264,0.00789267010986805,0.0038569492753595114,0.011749621480703354,NA,NA,NA
265,0.00791825819760561,0.003962055314332247,0.01188031304627657,NA,NA,NA
266,0.007806536741554737,0.00390892568975687,0.011715462431311607,NA,NA,NA
267,0.007797083351761103,0.0039201341569423676,0.011717217974364758,NA,NA,NA
268,0.007820842787623405,0.0038459785282611847,0.01166682317852974,NA,NA,NA
269,0.00782746635377407,0.0038779948372393847,0.011705461889505386,NA,NA,NA
270,0.007793659809976816,0.003956767730414867,0.011750428006052971,NA,NA,NA
271,0.00789419375360012,0.0038700802251696587,0.011764274910092354,NA,NA,NA
272,0.008024308830499649,0.003834413830190897,0.011858721263706684,NA,NA,NA
273,0.00788347888737917,0.0038243194576352835,0.011707797646522522,NA,NA,NA
274,0.007777626626193523,0.0038147822488099337,0.011592410504817963,NA,NA,NA
275,0.007743671536445618,0.003871467662975192,0.011615139432251453,NA,NA,NA
276,0.007675500586628914,0.0038463769014924765,0.011521875858306885,NA,NA,NA
277,0.007772461511194706,0.003807326778769493,0.011579788289964199,NA,NA,NA
278,0.007702932693064213,0.003835520474240184,0.011538452468812466,NA,NA,NA
279,0.007735318038612604,0.0038190146442502737,0.011554333381354809,NA,NA,NA
280,0.007658910471946001,0.0038047172129154205,0.011463627219200134,NA,NA,NA
281,0.007689072284847498,0.003761841217055917,0.011450912803411484,NA,NA,NA
282,0.007704120595008135,0.0037682708352804184,0.01147239189594984,NA,NA,NA
283,0.007703608833253384,0.0038562119007110596,0.011559821665287018,NA,NA,NA
284,0.00765232602134347,0.0037698387168347836,0.011422163806855679,NA,NA,NA
285,0.0076314653269946575,0.0037332531064748764,0.011364719830453396,NA,NA,NA
286,0.007638835348188877,0.003725893795490265,0.011364728212356567,NA,NA,NA
287,0.007718173786997795,0.0037551785353571177,0.011473353020846844,NA,NA,NA
288,0.007655479479581118,0.003742137923836708,0.011397617869079113,NA,NA,NA
289,0.007595183793455362,0.003755877260118723,0.01135106012225151,NA,NA,NA
290,0.007617485709488392,0.003743136301636696,0.011360622011125088,NA,NA,NA
291,0.007691470440477133,0.0037407635245472193,0.01143223512917757,NA,NA,NA
292,0.0075227064080536366,0.00372500391677022,0.011247708462178707,NA,NA,NA
293,0.00763298012316227,0.0037167782429605722,0.011349759064614773,NA,NA,NA
294,0.0079554608091712,0.0038034699391573668,0.01175893098115921,NA,NA,NA
295,0.007685340940952301,0.003854871727526188,0.011540212668478489,NA,NA,NA
296,0.007554251234978437,0.003764350898563862,0.011318602599203587,NA,NA,NA
297,0.007566816173493862,0.003738290397450328,0.011305106803774834,NA,NA,NA
298,0.007507478352636099,0.0037332072388380766,0.011240685358643532,NA,NA,NA
299,0.007470151409506798,0.003717859974130988,0.011188013479113579,NA,NA,NA
300,0.007738398853689432,0.0037431130185723305,0.011481509543955326,NA,NA,NA
301,0.007705558557063341,0.0037335059605538845,0.011439066380262375,NA,NA,NA
302,0.007650318089872599,0.0037061667535454035,0.01135648600757122,NA,NA,NA
303,0.0074997046031057835,0.0036709236446768045,0.011170628480613232,NA,NA,NA
304,0.0075072250328958035,0.003692557802423835,0.011199782602488995,NA,NA,NA
305,0.007447296287864447,0.0036814159248024225,0.011128710582852364,NA,NA,NA
306,0.007511839270591736,0.003750447416678071,0.011262286454439163,NA,NA,NA
307,0.007448389660567045,0.003685731440782547,0.011134120635688305,NA,NA,NA
308,0.0074892304837703705,0.003645093645900488,0.011134323664009571,NA,NA,NA
309,0.007451040670275688,0.0036911282222718,0.011142169125378132,NA,NA,NA
310,0.007458219304680824,0.0036832401528954506,0.0111414585262537,NA,NA,NA
311,0.007529122289270163,0.0036712326109409332,0.011200353503227234,NA,NA,NA
312,0.0076937018893659115,0.0036748400889337063,0.011368541978299618,NA,NA,NA
313,0.007473848760128021,0.0036256813909858465,0.011099530383944511,NA,NA,NA
314,0.007479690480977297,0.0036730116698890924,0.011152702383697033,NA,NA,NA
315,0.0074722967110574245,0.003657385939732194,0.011129681020975113,NA,NA,NA
316,0.007465564180165529,0.0036725543905049562,0.01113811694085598,NA,NA,NA
317,0.007410669699311256,0.0037127803079783916,0.011123448610305786,NA,NA,NA
318,0.007475719321519136,0.003686419688165188,0.011162139475345612,NA,NA,NA
319,0.007413905113935471,0.003659235779196024,0.011073140427470207,NA,NA,NA
320,0.007438879460096359,0.003599008545279503,0.011037888005375862,NA,NA,NA
321,0.007494580931961536,0.003637334331870079,0.011131917126476765,NA,NA,NA
322,0.0074762627482414246,0.0036199467722326517,0.011096210218966007,NA,NA,NA
323,0.007312805391848087,0.003654913743957877,0.010967721231281757,NA,NA,NA
324,0.007355148904025555,0.0037213261239230633,0.01107647642493248,NA,NA,NA
325,0.007274140138179064,0.003684750758111477,0.010958891361951828,NA,NA,NA
326,0.007302940357476473,0.0037185666151344776,0.01102150697261095,NA,NA,NA
327,0.00736502930521965,0.0036330868024379015,0.010998115874826908,NA,NA,NA
328,0.007372722029685974,0.0035833511501550674,0.010956072248518467,NA,NA,NA
329,0.007440445013344288,0.0035706928465515375,0.011011136695742607,NA,NA,NA
330,0.007464952766895294,0.0035776214208453894,0.011042572557926178,NA,NA,NA
331,0.007422999478876591,0.0035943309776484966,0.0110173299908638,NA,NA,NA
332,0.007303775753825903,0.0035905505064874887,0.01089432556182146,NA,NA,NA
333,0.00727808615192771,0.0035646019969135523,0.010842687450349331,NA,NA,NA
334,0.007232142612338066,0.0035382797941565514,0.010770422406494617,NA,NA,NA
335,0.007451795041561127,0.0035906631965190172,0.0110424580052495,NA,NA,NA
336,0.0073549216613173485,0.003564239479601383,0.010919163003563881,NA,NA,NA
337,0.007361672352999449,0.003598456969484687,0.010960128158330917,NA,NA,NA
338,0.007257496006786823,0.003599158488214016,0.01085665449500084,NA,NA,NA
339,0.007221287582069635,0.003580325050279498,0.01080161239951849,NA,NA,NA
340,0.007262493949383497,0.003552437527105212,0.01081493217498064,NA,NA,NA
341,0.007303468883037567,0.0035393359139561653,0.010842804796993732,NA,NA,NA
342,0.007245491724461317,0.0035831008572131395,0.010828591883182526,NA,NA,NA
343,0.007207138929516077,0.0035477334167808294,0.010754871182143688,NA,NA,NA
344,0.007162032183259726,0.00357631454244256,0.010738346725702286,NA,NA,NA
345,0.0072380369529128075,0.0035983913112431765,0.01083642803132534,NA,NA,NA
346,0.007163266185671091,0.003541449084877968,0.010704713873565197,NA,NA,NA
347,0.007197737693786621,0.003559230361133814,0.010756971314549446,NA,NA,NA
348,0.007320038042962551,0.003586590988561511,0.010906628333032131,NA,NA,NA
349,0.007214793935418129,0.003538531018421054,0.010753326117992401,NA,NA,NA
350,0.007312916684895754,0.003526632208377123,0.010839550755918026,NA,NA,NA
351,0.007277496159076691,0.0034963744692504406,0.010773872025310993,NA,NA,NA
352,0.00714251771569252,0.0034940342884510756,0.010636549443006516,NA,NA,NA
353,0.0071823508478701115,0.003516427706927061,0.010698779486119747,NA,NA,NA
354,0.00717061385512352,0.0035379345063120127,0.010708548128604889,NA,NA,NA
355,0.007196542341262102,0.003542104037478566,0.010738648474216461,NA,NA,NA
356,0.007145076524466276,0.0034841285087168217,0.010629203170537949,NA,NA,NA
357,0.007218135986477137,0.0034936757292598486,0.010711811482906342,NA,NA,NA
358,0.007138166576623917,0.0034705880098044872,0.010608755052089691,NA,NA,NA
359,0.007084607146680355,0.003504047403112054,0.01058865524828434,NA,NA,NA
360,0.007058975752443075,0.0036639957688748837,0.010722972452640533,NA,NA,NA
361,0.007158591412007809,0.0035017067566514015,0.010660296306014061,NA,NA,NA
